Conservador Prob.: 0.090909 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.454545 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.272727 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.363636 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.545455 | Progressista Prob.: 0.363636 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.636364 | Progressista Prob.: 0.363636 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.272727 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.454545 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.272727 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.272727 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.545455 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.545455 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.454545 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.545455 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.272727 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.636364 | Progressista Prob.: 0.363636 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.545455 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.545455 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.454545 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.454545 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.454545 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.454545 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.000000 | Progressista Prob.: 1.000000 | 
Conservador Prob.: 0.272727 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.454545 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.000000 | Progressista Prob.: 1.000000 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.454545 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.272727 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.454545 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.272727 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.545455 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.000000 | Progressista Prob.: 1.000000 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.454545 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.000000 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.272727 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.272727 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.636364 | Progressista Prob.: 0.363636 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.454545 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.363636 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.636364 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.181818 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.909091 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.181818 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.545455 | 
Conservador Prob.: 0.000000 | Neutro Prob.: 0.272727 | Progressista Prob.: 0.727273 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.454545 | Progressista Prob.: 0.454545 | 
Conservador Prob.: 0.090909 | Neutro Prob.: 0.090909 | Progressista Prob.: 0.818182 | 
